mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
quac-C_4eb70ac453504815b1a0422105098435_0_q#2-c-4.wav_squad-5725ec8289a1e219009ac0b0-c-6.wav,C_4eb70ac453504815b1a0422105098435_0_q#2,1.0,5725ec8289a1e219009ac0b0,1.0
newsqa-fc8d267a54e44406be4694b53c039d46-c-5.wav_newsqa-1f980f275f3e4d189dd30cdac19cb606-c-2.wav,fc8d267a54e44406be4694b53c039d46,1.0,1f980f275f3e4d189dd30cdac19cb606,1.0
quac-C_af4639429ba041c6ad87b6596cfdd78b_1_q#4-c-9.wav_newsqa-26931f25adde4af7a85e4a29d541d1dc-c-6.wav,C_af4639429ba041c6ad87b6596cfdd78b_1_q#4,1.0,26931f25adde4af7a85e4a29d541d1dc,0.0
quac-C_f47303e24a3c4b2b95b5462023bf4963_0_q#2-c-1.wav_quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#0-c-7.wav,C_f47303e24a3c4b2b95b5462023bf4963_0_q#2,0.0,C_6c922ff8e4a340d9bf2b85558179fdde_0_q#0,1.0
newsqa-f4a54a35f0cf4ef1868f2551b2f110b3-c-4.wav_quac-C_f47303e24a3c4b2b95b5462023bf4963_0_q#2-c-2.wav,f4a54a35f0cf4ef1868f2551b2f110b3,1.0,C_f47303e24a3c4b2b95b5462023bf4963_0_q#2,0.0
newsqa-e6a5589305cb42508ea8f517352f5da1-c-3.wav_quac-C_9ec34fccd14d44e587f1a2ad53188d71_1_q#4-c-12.wav,e6a5589305cb42508ea8f517352f5da1,1.0,C_9ec34fccd14d44e587f1a2ad53188d71_1_q#4,1.0
newsqa-2ff36d053bca4464a233578bdd1b87d4-c-8.wav_newsqa-2766b8404a4f447bbb3dcc36c968c2e3-c-4.wav,2ff36d053bca4464a233578bdd1b87d4,1.0,2766b8404a4f447bbb3dcc36c968c2e3,1.0
quac-C_850d3bec308b443a818eb036ac01589b_0_q#6-q-0.wav_squad-5ad56aea5b96ef001a10ae4b-c-4.wav,C_850d3bec308b443a818eb036ac01589b_0_q#6,0.0,5ad56aea5b96ef001a10ae4b,0.0
quac-C_7d5560b23977415f9b2fda38a973e3b6_0_q#0-c-12.wav_quac-C_8812f60078f14c69a724af179e567d72_0_q#3-c-4.wav,C_7d5560b23977415f9b2fda38a973e3b6_0_q#0,1.0,C_8812f60078f14c69a724af179e567d72_0_q#3,0.0
newsqa-bb899fb6d5d14e338f3aa8725b38b78e-c-6.wav_quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4-c-8.wav,bb899fb6d5d14e338f3aa8725b38b78e,1.0,C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4,1.0
quac-C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3-c-2.wav_newsqa-26673ca429bc4379a567fe5c5b4f28f4-c-10.wav,C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3,1.0,26673ca429bc4379a567fe5c5b4f28f4,0.0
quac-C_fbba4aff8f834cc3b9d6ff1768f217a7_0_q#3-c-8.wav_newsqa-3b31e2f99dbb4767935fb10e6c02a294-c-2.wav,C_fbba4aff8f834cc3b9d6ff1768f217a7_0_q#3,0.0,3b31e2f99dbb4767935fb10e6c02a294,0.0
newsqa-5fd708b555ec49b2adef0337bcbc8cdb-c-10.wav_newsqa-a0aa88470bca446ca035580601905bbe-q-0.wav,5fd708b555ec49b2adef0337bcbc8cdb,1.0,a0aa88470bca446ca035580601905bbe,1.0
quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4-c-6.wav_newsqa-149b35c5571b4db598e4591455bddb73-c-1.wav,C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4,1.0,149b35c5571b4db598e4591455bddb73,0.0
newsqa-e7f45fd2fea645aaa5ef0f48ff0eb729-c-7.wav_quac-C_25aefa033eb6467eaa1387cbee0e692b_1_q#3-c-12.wav,e7f45fd2fea645aaa5ef0f48ff0eb729,0.0,C_25aefa033eb6467eaa1387cbee0e692b_1_q#3,1.0
newsqa-e6a5589305cb42508ea8f517352f5da1-c-2.wav_squad-5a8929e43b2508001a72a4db-c-3.wav,e6a5589305cb42508ea8f517352f5da1,1.0,5a8929e43b2508001a72a4db,0.0
newsqa-d97aa4e8c24649c185f086b4035f034b-q-0.wav_squad-572ff86004bcaa1900d76f66-c-4.wav,d97aa4e8c24649c185f086b4035f034b,0.0,572ff86004bcaa1900d76f66,0.0
squad-572f58d9a23a5019007fc581-c-5.wav_quac-C_0b63ef593dd04e27997b22d2c4496eae_0_q#4-c-7.wav,572f58d9a23a5019007fc581,1.0,C_0b63ef593dd04e27997b22d2c4496eae_0_q#4,0.0
quac-C_25aefa033eb6467eaa1387cbee0e692b_1_q#3-c-10.wav_quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-6.wav,C_25aefa033eb6467eaa1387cbee0e692b_1_q#3,1.0,C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1,1.0
squad-573010fab2c2fd14005687db-c-2.wav_quac-C_412561c18bb14ad4a7fe4cd6fd09d0ed_0_q#0-c-7.wav,573010fab2c2fd14005687db,0.0,C_412561c18bb14ad4a7fe4cd6fd09d0ed_0_q#0,1.0
newsqa-2ff36d053bca4464a233578bdd1b87d4-c-0.wav_quac-C_8812f60078f14c69a724af179e567d72_0_q#3-c-9.wav,2ff36d053bca4464a233578bdd1b87d4,1.0,C_8812f60078f14c69a724af179e567d72_0_q#3,0.0
squad-571cac5d5efbb31900334dd1-c-0.wav_squad-571155ae2419e31400955595-q-0.wav,571cac5d5efbb31900334dd1,1.0,571155ae2419e31400955595,0.0
quac-C_59b4f759e2b04a0181b5219f7b5afdb4_0_q#6-q-0.wav_quac-C_898087a45105402ab04da342233b1341_1_q#6-c-5.wav,C_59b4f759e2b04a0181b5219f7b5afdb4_0_q#6,0.0,C_898087a45105402ab04da342233b1341_1_q#6,1.0
newsqa-74ef7034d8104f938e4f2ecf51115852-c-5.wav_squad-5725ec8289a1e219009ac0b0-c-5.wav,74ef7034d8104f938e4f2ecf51115852,1.0,5725ec8289a1e219009ac0b0,1.0
squad-572f58d9a23a5019007fc581-c-7.wav_squad-5ad56aea5b96ef001a10ae4b-c-7.wav,572f58d9a23a5019007fc581,1.0,5ad56aea5b96ef001a10ae4b,0.0
quac-C_850d3bec308b443a818eb036ac01589b_0_q#1-c-7.wav_quac-C_fbba4aff8f834cc3b9d6ff1768f217a7_0_q#3-c-0.wav,C_850d3bec308b443a818eb036ac01589b_0_q#1,0.0,C_fbba4aff8f834cc3b9d6ff1768f217a7_0_q#3,0.0
newsqa-724d1ee848b044efabde67e05466bf4e-c-5.wav_quac-C_7d9eebd9b0e548f08eb64cbdf717df35_1_q#1-c-3.wav,724d1ee848b044efabde67e05466bf4e,0.0,C_7d9eebd9b0e548f08eb64cbdf717df35_1_q#1,0.0
quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#4-c-13.wav_quac-C_7d9eebd9b0e548f08eb64cbdf717df35_1_q#1-c-9.wav,C_7d5560b23977415f9b2fda38a973e3b6_1_q#4,0.0,C_7d9eebd9b0e548f08eb64cbdf717df35_1_q#1,0.0
newsqa-609766481d5f4109b3112de5a40ab381-c-8.wav_quac-C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3-c-6.wav,609766481d5f4109b3112de5a40ab381,0.0,C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3,1.0
squad-571095a8a58dae1900cd6a76-c-5.wav_quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-c-17.wav,571095a8a58dae1900cd6a76,1.0,C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4,0.0
squad-5ad40af0604f3c001a3fffdf-c-7.wav_quac-C_004c14b6267243c39f204d73fbdc073f_0_q#6-c-11.wav,5ad40af0604f3c001a3fffdf,0.0,C_004c14b6267243c39f204d73fbdc073f_0_q#6,1.0
squad-57337f6ad058e614000b5bcb-c-4.wav_quac-C_3e7c4d0e33504faeb7704c042414bc79_0_q#1-c-11.wav,57337f6ad058e614000b5bcb,1.0,C_3e7c4d0e33504faeb7704c042414bc79_0_q#1,0.0
squad-572a10cd6aef051400155222-c-0.wav_newsqa-53c2b2be039145d1ab914923c6a057d1-c-0.wav,572a10cd6aef051400155222,1.0,53c2b2be039145d1ab914923c6a057d1,0.0
newsqa-bb899fb6d5d14e338f3aa8725b38b78e-c-7.wav_newsqa-74ef7034d8104f938e4f2ecf51115852-q-0.wav,bb899fb6d5d14e338f3aa8725b38b78e,1.0,74ef7034d8104f938e4f2ecf51115852,1.0
quac-C_af4639429ba041c6ad87b6596cfdd78b_1_q#4-c-12.wav_squad-5ad55ee35b96ef001a10ace8-c-3.wav,C_af4639429ba041c6ad87b6596cfdd78b_1_q#4,1.0,5ad55ee35b96ef001a10ace8,1.0
quac-C_25aefa033eb6467eaa1387cbee0e692b_1_q#3-c-3.wav_newsqa-63d32137c9184216a274f65fe2a7f4f5-c-2.wav,C_25aefa033eb6467eaa1387cbee0e692b_1_q#3,1.0,63d32137c9184216a274f65fe2a7f4f5,1.0
newsqa-fe9356091d624fb0be50f4cb6816dca3-c-6.wav_newsqa-5f959b2ac4ac4a6c8de3b4cfa51539ac-c-4.wav,fe9356091d624fb0be50f4cb6816dca3,0.0,5f959b2ac4ac4a6c8de3b4cfa51539ac,0.0
quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-12.wav_newsqa-1038fed8cda94471872cefb7ad597d46-c-0.wav,C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1,1.0,1038fed8cda94471872cefb7ad597d46,0.0
quac-C_08e8c5f9b62b4fd195cf00093eddfc7f_1_q#4-c-9.wav_squad-5ad40bd9604f3c001a400037-c-1.wav,C_08e8c5f9b62b4fd195cf00093eddfc7f_1_q#4,1.0,5ad40bd9604f3c001a400037,0.0
quac-C_4eb70ac453504815b1a0422105098435_0_q#2-c-5.wav_quac-C_898087a45105402ab04da342233b1341_1_q#6-c-3.wav,C_4eb70ac453504815b1a0422105098435_0_q#2,1.0,C_898087a45105402ab04da342233b1341_1_q#6,1.0
quac-C_c347eb93f081466cac8eef4c90328eb2_0_q#1-q-0.wav_newsqa-2766b8404a4f447bbb3dcc36c968c2e3-c-2.wav,C_c347eb93f081466cac8eef4c90328eb2_0_q#1,0.0,2766b8404a4f447bbb3dcc36c968c2e3,1.0
squad-57097051ed30961900e84134-c-1.wav_newsqa-c4e82592cb1c4216809d11e0f50741f8-c-10.wav,57097051ed30961900e84134,0.0,c4e82592cb1c4216809d11e0f50741f8,1.0
quac-C_0b63ef593dd04e27997b22d2c4496eae_0_q#4-c-1.wav_newsqa-9678ce507308475797386dc29fc97cb6-c-1.wav,C_0b63ef593dd04e27997b22d2c4496eae_0_q#4,0.0,9678ce507308475797386dc29fc97cb6,1.0
quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#4-c-11.wav_quac-C_0735e63bb67b49b9897e540f109ec967_0_q#5-c-3.wav,C_7d5560b23977415f9b2fda38a973e3b6_1_q#4,0.0,C_0735e63bb67b49b9897e540f109ec967_0_q#5,0.0
newsqa-f8c422c0505b46d39cd3739c51f8d4e3-c-2.wav_quac-C_b1e2c87931eb453695233025c69ea4c1_0_q#5-c-2.wav,f8c422c0505b46d39cd3739c51f8d4e3,1.0,C_b1e2c87931eb453695233025c69ea4c1_0_q#5,0.0
quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#2-c-0.wav_quac-C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3-c-9.wav,C_5d024d0f9d5e431aa844c767ab6d26df_1_q#2,1.0,C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3,1.0
newsqa-0dea62ba217f462fb80c7b25e46565fc-c-5.wav_squad-57097b50200fba1400368050-c-3.wav,0dea62ba217f462fb80c7b25e46565fc,1.0,57097b50200fba1400368050,1.0
quac-C_f47303e24a3c4b2b95b5462023bf4963_0_q#2-c-8.wav_newsqa-f1bb199e517a432999c0465807f26f3b-c-0.wav,C_f47303e24a3c4b2b95b5462023bf4963_0_q#2,0.0,f1bb199e517a432999c0465807f26f3b,0.0
squad-5ad40219604f3c001a3ffd47-c-3.wav_quac-C_d164bbd963654c10a11cdc41c19a9a4a_0_q#0-q-0.wav,5ad40219604f3c001a3ffd47,0.0,C_d164bbd963654c10a11cdc41c19a9a4a_0_q#0,1.0
squad-571155ae2419e31400955592-c-3.wav_quac-C_4eb70ac453504815b1a0422105098435_0_q#2-c-10.wav,571155ae2419e31400955592,1.0,C_4eb70ac453504815b1a0422105098435_0_q#2,1.0
quac-C_c5451d72257c4c3d96e8b03362f6e051_1_q#3-c-5.wav_newsqa-c4e82592cb1c4216809d11e0f50741f8-c-3.wav,C_c5451d72257c4c3d96e8b03362f6e051_1_q#3,0.0,c4e82592cb1c4216809d11e0f50741f8,1.0
quac-C_eb63b375b47a460ea37035571eb89411_0_q#4-c-1.wav_quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#4-c-5.wav,C_eb63b375b47a460ea37035571eb89411_0_q#4,1.0,C_7d5560b23977415f9b2fda38a973e3b6_1_q#4,0.0
quac-C_004c14b6267243c39f204d73fbdc073f_0_q#6-c-0.wav_quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4-c-10.wav,C_004c14b6267243c39f204d73fbdc073f_0_q#6,1.0,C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4,1.0
newsqa-ac73d205f26444cda42b27e1236e0ea7-q-0.wav_quac-C_0a189c86d79e42a5b87402ee6294542d_0_q#5-q-0.wav,ac73d205f26444cda42b27e1236e0ea7,0.0,C_0a189c86d79e42a5b87402ee6294542d_0_q#5,1.0
quac-C_af4639429ba041c6ad87b6596cfdd78b_1_q#4-c-6.wav_quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-5.wav,C_af4639429ba041c6ad87b6596cfdd78b_1_q#4,1.0,C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1,1.0
newsqa-53c2b2be039145d1ab914923c6a057d1-c-1.wav_quac-C_98439b45914b420e81bef99afb657b71_0_q#3-c-9.wav,53c2b2be039145d1ab914923c6a057d1,0.0,C_98439b45914b420e81bef99afb657b71_0_q#3,0.0
newsqa-19dda33b90be4749956c0cec1a7eca60-c-9.wav_quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-10.wav,19dda33b90be4749956c0cec1a7eca60,0.0,C_b7110139f6434af1a640af0396ead0c0_1_q#1,1.0
squad-57109180a58dae1900cd6a43-q-0.wav_squad-5ad40219604f3c001a3ffd47-c-6.wav,57109180a58dae1900cd6a43,0.0,5ad40219604f3c001a3ffd47,0.0
newsqa-5fd708b555ec49b2adef0337bcbc8cdb-c-2.wav_quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-c-15.wav,5fd708b555ec49b2adef0337bcbc8cdb,1.0,C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4,0.0
quac-C_eb63b375b47a460ea37035571eb89411_0_q#4-c-9.wav_newsqa-f1bb199e517a432999c0465807f26f3b-c-2.wav,C_eb63b375b47a460ea37035571eb89411_0_q#4,1.0,f1bb199e517a432999c0465807f26f3b,0.0
newsqa-113f25f71ed1441a8ef2a438a8ebdace-q-0.wav_squad-5acfea4977cf76001a686476-c-1.wav,113f25f71ed1441a8ef2a438a8ebdace,1.0,5acfea4977cf76001a686476,1.0
quac-C_98439b45914b420e81bef99afb657b71_0_q#3-c-0.wav_quac-C_8ee764c07d4c4eb590a5b03449a0d771_1_q#8-q-0.wav,C_98439b45914b420e81bef99afb657b71_0_q#3,0.0,C_8ee764c07d4c4eb590a5b03449a0d771_1_q#8,0.0
quac-C_68dd4a1f4dcc43109ff9c6b20dd9d462_0_q#3-c-7.wav_squad-5ad40af0604f3c001a3fffdf-c-4.wav,C_68dd4a1f4dcc43109ff9c6b20dd9d462_0_q#3,1.0,5ad40af0604f3c001a3fffdf,0.0
newsqa-0dea62ba217f462fb80c7b25e46565fc-c-0.wav_quac-C_c5451d72257c4c3d96e8b03362f6e051_1_q#3-c-8.wav,0dea62ba217f462fb80c7b25e46565fc,1.0,C_c5451d72257c4c3d96e8b03362f6e051_1_q#3,0.0
newsqa-53c2b2be039145d1ab914923c6a057d1-c-3.wav_squad-5ad03a8a77cf76001a686e84-c-0.wav,53c2b2be039145d1ab914923c6a057d1,0.0,5ad03a8a77cf76001a686e84,1.0
squad-57299021af94a219006aa50b-c-3.wav_quac-C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#4-q-0.wav,57299021af94a219006aa50b,0.0,C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#4,1.0
quac-C_fbba4aff8f834cc3b9d6ff1768f217a7_0_q#3-c-2.wav_squad-5ad40219604f3c001a3ffd47-c-1.wav,C_fbba4aff8f834cc3b9d6ff1768f217a7_0_q#3,0.0,5ad40219604f3c001a3ffd47,0.0
quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4-c-2.wav_newsqa-5f959b2ac4ac4a6c8de3b4cfa51539ac-c-5.wav,C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4,1.0,5f959b2ac4ac4a6c8de3b4cfa51539ac,0.0
squad-570961aa200fba1400367f15-c-6.wav_newsqa-bb899fb6d5d14e338f3aa8725b38b78e-c-2.wav,570961aa200fba1400367f15,1.0,bb899fb6d5d14e338f3aa8725b38b78e,1.0
squad-571155ae2419e31400955595-c-5.wav_newsqa-3b31e2f99dbb4767935fb10e6c02a294-c-6.wav,571155ae2419e31400955595,0.0,3b31e2f99dbb4767935fb10e6c02a294,0.0
quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#4-c-12.wav_squad-571155ae2419e31400955595-c-1.wav,C_7d5560b23977415f9b2fda38a973e3b6_1_q#4,0.0,571155ae2419e31400955595,0.0
newsqa-9247a3a923de4d08bfbb7e573797fa20-c-5.wav_quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-7.wav,9247a3a923de4d08bfbb7e573797fa20,0.0,C_b7110139f6434af1a640af0396ead0c0_1_q#1,1.0
quac-C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3-c-1.wav_newsqa-a07f1726c6c94f0fa43dd3e391d716f6-q-0.wav,C_0ea3e45f2459444f9fef9f7ab04d8f8e_0_q#3,1.0,a07f1726c6c94f0fa43dd3e391d716f6,1.0
quac-C_620311268a6e4b9b8b319ded5e244ccd_0_q#8-c-7.wav_quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-11.wav,C_620311268a6e4b9b8b319ded5e244ccd_0_q#8,1.0,C_b7110139f6434af1a640af0396ead0c0_1_q#1,1.0
quac-C_898087a45105402ab04da342233b1341_1_q#6-c-1.wav_newsqa-53c2b2be039145d1ab914923c6a057d1-c-7.wav,C_898087a45105402ab04da342233b1341_1_q#6,1.0,53c2b2be039145d1ab914923c6a057d1,0.0
squad-57299021af94a219006aa50b-c-1.wav_newsqa-bb899fb6d5d14e338f3aa8725b38b78e-c-1.wav,57299021af94a219006aa50b,0.0,bb899fb6d5d14e338f3aa8725b38b78e,1.0
squad-5a2c36c4bfd06b001a5aea68-c-4.wav_quac-C_98439b45914b420e81bef99afb657b71_0_q#3-c-4.wav,5a2c36c4bfd06b001a5aea68,1.0,C_98439b45914b420e81bef99afb657b71_0_q#3,0.0
newsqa-5fd708b555ec49b2adef0337bcbc8cdb-c-5.wav_squad-571095a8a58dae1900cd6a76-c-1.wav,5fd708b555ec49b2adef0337bcbc8cdb,1.0,571095a8a58dae1900cd6a76,1.0
quac-C_71b8193bd8234404b0287d62f7878b8c_0_q#5-c-6.wav_newsqa-eb1874892fb548df93b1a1a61cb72b3b-c-3.wav,C_71b8193bd8234404b0287d62f7878b8c_0_q#5,0.0,eb1874892fb548df93b1a1a61cb72b3b,0.0
newsqa-74ef7034d8104f938e4f2ecf51115852-c-9.wav_quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#5-q-0.wav,74ef7034d8104f938e4f2ecf51115852,1.0,C_6c922ff8e4a340d9bf2b85558179fdde_0_q#5,0.0
squad-5a893ce63b2508001a72a555-c-3.wav_newsqa-26931f25adde4af7a85e4a29d541d1dc-c-5.wav,5a893ce63b2508001a72a555,1.0,26931f25adde4af7a85e4a29d541d1dc,0.0
squad-5ad40bd9604f3c001a400037-c-3.wav_newsqa-e7f45fd2fea645aaa5ef0f48ff0eb729-c-11.wav,5ad40bd9604f3c001a400037,0.0,e7f45fd2fea645aaa5ef0f48ff0eb729,0.0
newsqa-26673ca429bc4379a567fe5c5b4f28f4-c-5.wav_newsqa-281922a30be74a8aa1672b3753c82eeb-c-8.wav,26673ca429bc4379a567fe5c5b4f28f4,0.0,281922a30be74a8aa1672b3753c82eeb,1.0
squad-5a7b079b21c2de001afe9cf9-c-1.wav_quac-C_912832bc46a5451381275ef4f5c70a33_1_q#0-c-3.wav,5a7b079b21c2de001afe9cf9,0.0,C_912832bc46a5451381275ef4f5c70a33_1_q#0,0.0
quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#4-c-7.wav_quac-C_620311268a6e4b9b8b319ded5e244ccd_0_q#8-c-8.wav,C_7d5560b23977415f9b2fda38a973e3b6_1_q#4,0.0,C_620311268a6e4b9b8b319ded5e244ccd_0_q#8,1.0
newsqa-5fd708b555ec49b2adef0337bcbc8cdb-c-9.wav_quac-C_c1573866a99f4b9393fe2b9f9f4ac94b_0_q#1-c-9.wav,5fd708b555ec49b2adef0337bcbc8cdb,1.0,C_c1573866a99f4b9393fe2b9f9f4ac94b_0_q#1,1.0
newsqa-ea656f481df14ac7ba4676c68a236caa-c-7.wav_quac-C_bf065917828540f08878cc7d06719937_1_q#9-c-6.wav,ea656f481df14ac7ba4676c68a236caa,0.0,C_bf065917828540f08878cc7d06719937_1_q#9,1.0
