mixture_ID,source_1_path,source_1_gain,noise_path,noise_gain
audio00023,audio/quac-C_207b6af621e445289ae79262dfc3f3cb_0_q#10-q-0.wav,2.1463654294349297,tr/40do0306_1.0817_02bo0307_-1.0817.wav,0.26825234202553194
audio00024,audio/quac-C_98439b45914b420e81bef99afb657b71_0_q#3-c-1.wav,0.8062145048394315,tr/016c0205_0.17983_01ya010q_-0.17983.wav,3.560371900327841
audio00025,audio/quac-C_912832bc46a5451381275ef4f5c70a33_1_q#0-c-3.wav,0.29018730072153553,tr/20eo010n_2.4838_20ma010g_-2.4838.wav,3.25666091164468
audio00026,audio/quac-C_7bf9ed8984cb43c0951d1b47716b99f5_1_q#1-c-3.wav,0.6762695240354769,tr/01to0316_0.69502_20da0104_-0.69502.wav,3.280327085692322
audio00027,audio/quac-C_8141f2ac97ad45569ddd35b42821fea3_0_q#0-c-9.wav,0.3092431733091781,tr/01ya0109_1.029_01no0302_-1.029.wav,0.9639828177183465
audio00028,audio/quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#0-c-10.wav,0.49291294388869306,tr/02ac0204_1.251_01ec020l_-1.251.wav,6.045592287131072
audio00029,audio/quac-C_850d3bec308b443a818eb036ac01589b_0_q#6-c-2.wav,0.38606661673699527,tr/01sc021h_0.41718_20ga010b_-0.41718.wav,0.5083244417629604
audio00030,audio/newsqa-149b35c5571b4db598e4591455bddb73-c-2.wav,4.225343203539697,tr/407c0210_0.25876_01fo0309_-0.25876.wav,0.6343482763278278
audio00031,audio/squad-572ff07304bcaa1900d76ef9-q-0.wav,1.202901350588964,tr/01na010z_2.3709_015c0209_-2.3709.wav,1.0899145562001122
audio00032,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-c-7.wav,0.40809676106844806,tr/40kc020v_1.8398_021o030u_-1.8398.wav,5.770968425624434
audio00033,audio/quac-C_912832bc46a5451381275ef4f5c70a33_1_q#0-c-6.wav,0.380260226757942,tr/01fc0202_1.0337_018c020g_-1.0337.wav,1.017413734271602
audio00034,audio/quac-C_1951db25f6204288ab8deda833d0c6de_0_q#5-c-9.wav,0.1457781653033548,tr/401c020a_0.54829_01xo0315_-0.54829.wav,2.528245927488842
audio00035,audio/quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-q-0.wav,0.5505464145919043,tr/029c0217_0.14752_40fc020z_-0.14752.wav,1.4867093623572198
audio00036,audio/squad-5728659f4b864d190016498d-q-0.wav,0.3514052040988134,tr/20ro0109_1.0582_027o0317_-1.0582.wav,0.9877212010185519
audio00037,audio/newsqa-884d37f5b51e4ffb9dc929d0296baf72-c-9.wav,0.24293151685204387,tr/015o030n_0.25513_20va010a_-0.25513.wav,0.5460000034999244
audio00038,audio/quac-C_dde55c20816440b4a7ed746c8daf6694_0_q#4-c-12.wav,1.2914102167225314,tr/025c0201_2.3247_20ha010c_-2.3247.wav,3.745209464909966
audio00039,audio/quac-C_a4a81e05163b4289a304a52b590518ae_1_q#0-c-9.wav,0.7337867567134059,tr/01tc020b_2.0227_40oa0112_-2.0227.wav,0.9499527806580735
audio00040,audio/squad-5728659f4b864d190016498d-c-2.wav,0.18219220546570694,tr/20uo010k_1.0945_20bo0107_-1.0945.wav,0.8749808674670211
audio00041,audio/quac-C_620311268a6e4b9b8b319ded5e244ccd_0_q#8-c-2.wav,0.27708071540649876,tr/01sc0217_0.47273_20fo0101_-0.47273.wav,1.6077921365096115
audio00042,audio/newsqa-2ff36d053bca4464a233578bdd1b87d4-c-0.wav,0.3679577979917302,tr/016a0111_1.893_01zo0306_-1.893.wav,1.0007628264867894
audio00043,audio/squad-5726378238643c19005ad313-c-1.wav,0.4569408880794612,tr/016o030k_0.22343_023o030n_-0.22343.wav,2.574540856122358
audio00044,audio/newsqa-903369ea23b247259845820e45d1448d-c-2.wav,0.32586734846649096,tr/01jc021b_1.5386_20qa010f_-1.5386.wav,1.553809387021066
audio00045,audio/quac-C_6ddf50a14de94ac9991786264f48a22f_0_q#5-c-10.wav,0.24113781526354927,tr/027o0310_1.7381_40oa0108_-1.7381.wav,2.9938857771512337
audio00046,audio/squad-570d4e6cb3d812140066d66e-c-0.wav,0.29196366714785393,tr/028o031b_0.10736_40ko0312_-0.10736.wav,0.6710271836841523
audio00047,audio/quac-C_59b4f759e2b04a0181b5219f7b5afdb4_0_q#6-c-9.wav,0.3777965660404749,tr/01no0306_0.32854_012a010n_-0.32854.wav,1.4953093459312337
audio00048,audio/squad-5ad55ee35b96ef001a10ace8-c-4.wav,0.2872826769036807,tr/206c010e_2.4169_020a0112_-2.4169.wav,3.9055032448725493
audio00049,audio/quac-C_8f1052a909924795a456beaa053ffe22_0_q#6-c-5.wav,0.29739365066089635,tr/20pc0101_0.33799_01yo030z_-0.33799.wav,0.9193100963785239
audio00050,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#3-c-8.wav,0.3425719486317485,tr/20so010i_0.82669_40ka010u_-0.82669.wav,0.8301107914859551
audio00051,audio/newsqa-74e4d04951fb4936b518a4962cf1f7f2-c-2.wav,1.1930712343733667,tr/209a010e_2.0195_01yc020x_-2.0195.wav,0.8448098947855102
audio00052,audio/newsqa-f1bb199e517a432999c0465807f26f3b-c-3.wav,0.42302169835884396,tr/01bo0302_1.7765_02ac0202_-1.7765.wav,2.847352997697215
audio00053,audio/quac-C_f0caee6e7a294745a11a58d9005ccd4f_1_q#4-c-3.wav,0.2575642412597627,tr/40ic020q_2.3453_406c020q_-2.3453.wav,2.835434424153915
audio00054,audio/quac-C_b3593a311e214ef093508b97309cb905_0_q#1-c-7.wav,0.29534283492106683,tr/01fc0202_1.595_01xa010c_-1.595.wav,0.8853574408579725
audio00055,audio/quac-C_9ddd9c44b44a41579fc75b3070872975_1_q#5-c-9.wav,1.2787174092108247,tr/01rc020u_1.2836_40ec020m_-1.2836.wav,2.4604597025722037
audio00056,audio/newsqa-eb07049dbdfa48799ac38ed74835bd48-c-7.wav,0.2993409016408666,tr/01fc020c_1.5254_40nc020j_-1.5254.wav,0.6274360397850045
audio00057,audio/squad-5a8929e43b2508001a72a4db-c-0.wav,0.2664893873662918,tr/01co031b_0.35343_40jo030e_-0.35343.wav,2.2772741120674125
audio00058,audio/newsqa-20736af2456544138d249e48a5c029de-c-1.wav,0.3222120070460402,tr/01bo030v_1.2949_029c020z_-1.2949.wav,2.327884897447347
audio00059,audio/newsqa-de11949212724aa2b8f4025646467506-c-1.wav,0.3331843878913603,tr/407a0102_0.26532_20ko010i_-0.26532.wav,1.448053960011571
audio00060,audio/squad-572815d9ff5b5019007d9cbe-c-1.wav,0.31567048711300094,tr/403a010g_0.31784_01ko030e_-0.31784.wav,1.5085003392853693
audio00061,audio/squad-570d30fdfed7b91900d45ce7-c-0.wav,0.6775843455000095,tr/20la010v_0.5902_01zo0310_-0.5902.wav,1.8281502751540877
audio00062,audio/quac-C_850d3bec308b443a818eb036ac01589b_0_q#6-c-8.wav,0.45981094485859214,tr/40io031a_1.9477_012o0302_-1.9477.wav,1.3519917772896664
audio00063,audio/quac-C_f675ed1288a84e5baf8ed56232446c5c_0_q#2-c-2.wav,0.8604841831701506,tr/025c0201_0.89273_40ga010m_-0.89273.wav,1.4202548258124192
audio00064,audio/newsqa-1f980f275f3e4d189dd30cdac19cb606-c-5.wav,0.22952912802585554,tr/20ma010w_1.5436_01da010y_-1.5436.wav,4.010195251924263
audio00065,audio/quac-C_898087a45105402ab04da342233b1341_1_q#7-c-8.wav,0.4341304076183953,tr/20bc0108_1.9197_01oo0311_-1.9197.wav,0.42122107652232293
audio00066,audio/squad-57332e48d058e614000b5765-q-0.wav,1.0907537864022174,tr/40co030c_1.1492_40lc0207_-1.1492.wav,0.8009225161108295
audio00067,audio/quac-C_bf5f12e3c7f9449395465e8a85143afa_0_q#7-c-0.wav,0.2944464420352481,tr/40lo0308_0.64348_025a010t_-0.64348.wav,1.0916645523473396
audio00068,audio/newsqa-903369ea23b247259845820e45d1448d-c-7.wav,0.2109463024960512,tr/01ya0108_2.1632_40mc020j_-2.1632.wav,3.1237964588448897
audio00069,audio/quac-C_9a2703c8819c41fc85342cccff2957f4_0_q#0-c-2.wav,0.7496650156274898,tr/01nc0202_2.4924_016o030w_-2.4924.wav,0.5799385910217076
audio00070,audio/quac-C_f0caee6e7a294745a11a58d9005ccd4f_1_q#4-c-13.wav,0.3544710899798503,tr/408a0106_1.2342_018o0311_-1.2342.wav,0.5640474003704354
audio00071,audio/newsqa-884d37f5b51e4ffb9dc929d0296baf72-c-0.wav,0.2880070221056252,tr/017a010g_1.7955_02ac0202_-1.7955.wav,2.770719520326223
audio00072,audio/quac-C_32470d16c0dc45efbbda2691ac3b134d_1_q#6-c-0.wav,1.4189337487875138,tr/205c010d_0.19677_01mo030d_-0.19677.wav,1.603580114995682
audio00073,audio/quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#4-c-2.wav,0.7604361307052676,tr/025a010e_0.25413_20go010e_-0.25413.wav,3.4978931011226164
audio00074,audio/squad-5ad035bd77cf76001a686e28-c-1.wav,0.41079038450943356,tr/40oc0206_1.0003_02co031d_-1.0003.wav,0.5295983565922237
audio00075,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-c-14.wav,0.2809535569379608,tr/20no010k_0.23068_40io0309_-0.23068.wav,0.6740203548795026
audio00076,audio/quac-C_98439b45914b420e81bef99afb657b71_0_q#3-c-5.wav,0.9437580688055673,tr/01fc0202_0.75632_027o0317_-0.75632.wav,3.5401551554227857
audio00077,audio/quac-C_390c25aac4994794a0f2088998cb9c78_0_q#2-c-1.wav,0.22742479611403624,tr/018o030o_1.545_40jc020p_-1.545.wav,2.214625617392948
audio00078,audio/quac-C_8141f2ac97ad45569ddd35b42821fea3_0_q#0-c-8.wav,0.3442581318727076,tr/01jo030v_0.44161_012o030i_-0.44161.wav,3.7323698809516195
audio00079,audio/squad-5ad25553d7d075001a428d36-c-0.wav,0.6447612059508115,tr/025c0201_2.4542_20ea0105_-2.4542.wav,1.51277827262492
audio00080,audio/newsqa-113f25f71ed1441a8ef2a438a8ebdace-c-6.wav,0.24474197561900077,tr/01po030e_2.0523_027o030x_-2.0523.wav,2.190057741107033
audio00081,audio/squad-5a6ce2ec4eec6b001a80a677-c-4.wav,0.16144795717247715,tr/40eo0316_1.7394_011o030i_-1.7394.wav,4.812762735031912
audio00082,audio/quac-C_d164bbd963654c10a11cdc41c19a9a4a_0_q#0-q-0.wav,0.2389562775366728,tr/404o0313_1.0388_023a0101_-1.0388.wav,0.7462456284622715
audio00083,audio/squad-570d30fdfed7b91900d45ce7-c-3.wav,1.1469731229250846,tr/01ec020h_2.0942_02bo031e_-2.0942.wav,0.3219781189034515
audio00084,audio/quac-C_7d5560b23977415f9b2fda38a973e3b6_0_q#10-c-11.wav,0.26919316668311405,tr/01sa0101_1.9613_01vo0309_-1.9613.wav,1.7979196363578978
audio00085,audio/newsqa-149b35c5571b4db598e4591455bddb73-c-0.wav,3.6616575906289426,tr/40ba010b_0.6607_20so010l_-0.6607.wav,2.9733290528949716
audio00086,audio/quac-C_8812f60078f14c69a724af179e567d72_0_q#3-c-6.wav,0.3766640892432322,tr/024a0112_1.1302_013o030v_-1.1302.wav,1.9667330969613972
audio00087,audio/quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-4.wav,0.28345185620784985,tr/40ho030i_1.876_01dc020n_-1.876.wav,0.8968465350938704
audio00088,audio/quac-C_c5451d72257c4c3d96e8b03362f6e051_1_q#3-q-0.wav,1.1972085317231111,tr/40ca0110_0.46072_409o030w_-0.46072.wav,0.8564375565105523
audio00089,audio/squad-5ad40af0604f3c001a3fffdf-c-4.wav,0.21693088223909288,tr/014a010h_2.0609_40ac0201_-2.0609.wav,0.587133531486857
audio00090,audio/newsqa-de11949212724aa2b8f4025646467506-c-5.wav,0.2111785535213986,tr/401a0112_1.0151_02ao0305_-1.0151.wav,1.408900851149938
audio00091,audio/squad-5ad25878d7d075001a428dc6-c-1.wav,0.5193576212803652,tr/01fc0201_1.2462_403o030a_-1.2462.wav,0.5841988928333919
audio00092,audio/quac-C_8f3ce33d779d4febb276942f11bd3df5_0_q#6-c-3.wav,0.5455262029804226,tr/019c0217_1.141_011o030v_-1.141.wav,3.1307866730282767
audio00093,audio/quac-C_f47303e24a3c4b2b95b5462023bf4963_0_q#2-c-5.wav,0.2787060729110408,tr/20ro010f_0.1525_013o030o_-0.1525.wav,1.6585079447076074
audio00094,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#3-c-0.wav,0.3641163716640279,tr/40fo030h_1.0236_01do0318_-1.0236.wav,1.1354622817038373
audio00095,audio/quac-C_9706cca4d6c2400d91881bd7783b53ea_1_q#3-c-2.wav,1.4372253392991161,tr/20va010u_0.9591_01ia010g_-0.9591.wav,2.662019725042654
audio00096,audio/squad-5ad4e4425b96ef001a10a573-c-5.wav,0.4054882537662581,tr/01zc020m_0.10285_01lo0301_-0.10285.wav,1.1661454398331341
audio00097,audio/squad-5ad108f9645df0001a2d0a77-c-0.wav,0.4389113721811475,tr/01qo031g_1.635_409o0313_-1.635.wav,1.809850099960518
audio00098,audio/squad-5ad24eb1d7d075001a428c62-c-8.wav,1.1331913434121492,tr/02co0309_0.29544_207a0112_-0.29544.wav,2.3900640200700316
audio00099,audio/newsqa-13d12f86109c440ea04d2db998fdcaa5-c-5.wav,0.3728166848583095,tr/20va010o_1.0889_40pa010i_-1.0889.wav,1.3587344869620175
audio00100,audio/squad-5a3e5697378766001a002595-c-0.wav,5.61703308733818,tr/01nc0202_1.0537_40jc020w_-1.0537.wav,0.9551144885529657
audio00101,audio/squad-5ad3a266604f3c001a3fea29-q-0.wav,0.6400124504906929,tr/01tc020q_1.6485_01co0308_-1.6485.wav,1.87323630653389
audio00102,audio/squad-5ad2660dd7d075001a4291dc-c-2.wav,0.8449574684417246,tr/025o0302_0.10456_01ya010o_-0.10456.wav,1.245329498612026
audio00103,audio/squad-571097baa58dae1900cd6a9b-c-3.wav,1.0699171773584808,tr/01mc0206_2.0248_02dc0219_-2.0248.wav,0.6307302154147855
audio00104,audio/squad-572ff07304bcaa1900d76ef9-q-0.wav,2.0908791707729018,tr/02co030a_0.55902_01gc020m_-0.55902.wav,2.2083668584676936
audio00105,audio/squad-5a0c6a7ef5590b0018dab3fc-q-0.wav,0.4150528905461463,tr/20so010k_2.2894_026o030w_-2.2894.wav,0.9300442965535534
audio00106,audio/quac-C_850d3bec308b443a818eb036ac01589b_0_q#6-c-9.wav,0.7378819582334829,tr/20ka0107_0.86348_20so0109_-0.86348.wav,3.090448389819161
audio00107,audio/newsqa-ad44ffd4bd464471885feded78229801-c-6.wav,0.26993757720964895,tr/40mc020v_0.56106_02dc020k_-0.56106.wav,0.5875719240789129
audio00108,audio/squad-572998673f37b319004784d5-c-0.wav,0.6903002863872297,tr/40kc020y_1.5403_012c0214_-1.5403.wav,0.5486402464770438
audio00109,audio/newsqa-2d5d781dd4a2462586b948584ea07bb4-c-4.wav,0.2718839626294476,tr/20ha010r_2.3443_407o030q_-2.3443.wav,3.769839741091965
audio00110,audio/squad-5ad4b0f25b96ef001a109dbe-c-2.wav,0.4629604751575881,tr/40oc021a_0.60733_01lo030c_-0.60733.wav,3.900080188046814
audio00111,audio/quac-C_8141f2ac97ad45569ddd35b42821fea3_0_q#0-c-2.wav,0.17926582738468275,tr/025c0201_2.0065_40mo030c_-2.0065.wav,2.7070338716367197
audio00112,audio/quac-C_7bf9ed8984cb43c0951d1b47716b99f5_1_q#1-c-7.wav,0.3863418392238174,tr/20uo0101_0.65728_40oc0213_-0.65728.wav,2.0506636970714225
audio00113,audio/newsqa-20736af2456544138d249e48a5c029de-c-5.wav,0.31782263588345794,tr/401c021d_2.4498_20sa010y_-2.4498.wav,0.6965553865273144
audio00114,audio/quac-C_de34e95206e144fa8217dc5cc93b7ce4_1_q#5-c-11.wav,0.6440573513496889,tr/01to030h_1.297_02do031b_-1.297.wav,3.7779545781615576
audio00115,audio/quac-C_58167e2e608c425bbb6d42b4b26f5419_0_q#3-q-0.wav,1.618810162941946,tr/20mc0106_0.42494_024a0114_-0.42494.wav,0.5436928842307839
audio00116,audio/newsqa-ab8bfa3c577442e3ae402a103624c051-q-0.wav,0.529381081738627,tr/401c020t_1.4058_01mo0301_-1.4058.wav,2.6277484940443934
audio00117,audio/quac-C_390c25aac4994794a0f2088998cb9c78_0_q#2-q-0.wav,0.4138563208018369,tr/01ro031c_1.6719_40io030e_-1.6719.wav,3.2780108206781984
audio00118,audio/squad-5a82237d31013a001a335244-c-1.wav,1.1818733258122454,tr/40ho0318_0.47812_01jo030e_-0.47812.wav,0.3542856558350133
audio00119,audio/quac-C_32470d16c0dc45efbbda2691ac3b134d_1_q#6-c-12.wav,1.4121649197928143,tr/01lo030x_1.0464_404a010u_-1.0464.wav,0.4846293644681717
audio00120,audio/squad-5a6790dbf038b7001ab0c2d1-c-1.wav,0.2758824843277614,tr/02bo030h_2.0077_20cc010m_-2.0077.wav,0.8386576091851566
audio00121,audio/quac-C_207b6af621e445289ae79262dfc3f3cb_0_q#1-c-0.wav,0.2566080693305003,tr/40io0317_0.56144_01zo030x_-0.56144.wav,1.5162304540247358
audio00122,audio/quac-C_0a189c86d79e42a5b87402ee6294542d_0_q#5-c-0.wav,0.7656226759355399,tr/01ic020z_2.4093_026o0306_-2.4093.wav,3.2812771900574065
audio00123,audio/quac-C_7d5560b23977415f9b2fda38a973e3b6_0_q#5-c-13.wav,0.15515397468237446,tr/01xa010x_2.4533_207o010h_-2.4533.wav,1.772569051661899
audio00124,audio/newsqa-317a36117b7a41deaa248cefc3eec8d6-c-7.wav,1.2828623031817958,tr/40jo030i_2.1638_01sc020k_-2.1638.wav,0.3047797112030049
audio00125,audio/newsqa-55c19ad4ee86448c8217d19e4bb92147-q-0.wav,0.5724762067790498,tr/408c0212_0.19305_20vc0103_-0.19305.wav,0.6477683773945915
audio00126,audio/newsqa-ee47a2198301458f92ef4055a304382f-c-3.wav,1.6357632839975258,tr/01cc021d_0.18475_20ca010s_-0.18475.wav,1.2411695688393916
audio00127,audio/quac-C_c347eb93f081466cac8eef4c90328eb2_0_q#1-c-3.wav,0.49400243776181346,tr/205a0112_0.35646_208c010k_-0.35646.wav,1.7601976306232892
audio00128,audio/quac-C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8-c-10.wav,0.17470186941723526,tr/40lc0205_1.7766_20ua0114_-1.7766.wav,0.939471900760184
audio00129,audio/quac-C_c347eb93f081466cac8eef4c90328eb2_0_q#1-c-10.wav,0.9699550881669219,tr/028o030x_1.2958_20ca010l_-1.2958.wav,2.0693783759078137
audio00130,audio/squad-57340d124776f419006617bf-c-3.wav,4.461828084823806,tr/024c020v_1.4723_01po030t_-1.4723.wav,1.2182350142246228
audio00131,audio/quac-C_dde55c20816440b4a7ed746c8daf6694_0_q#4-c-2.wav,1.2324408461198912,tr/01to0316_0.64036_01fa010z_-0.64036.wav,3.5043180143177493
audio00132,audio/quac-C_f0caee6e7a294745a11a58d9005ccd4f_1_q#4-c-11.wav,0.2582527375311036,tr/016o0303_2.2433_012a0109_-2.2433.wav,1.0950207810201553
audio00133,audio/quac-C_0735e63bb67b49b9897e540f109ec967_0_q#5-c-9.wav,0.4475319124338671,tr/022c0213_0.51406_20uo010a_-0.51406.wav,2.542155999856865
audio00134,audio/quac-C_a5599a340b6d4c60a937ef78be07ea65_0_q#1-c-1.wav,1.5545763864374258,tr/40ko030i_1.611_01ac020u_-1.611.wav,0.7404299974715451
audio00135,audio/squad-5a7b079b21c2de001afe9cf9-q-0.wav,0.6199592972853987,tr/023c0219_1.4673_02dc021b_-1.4673.wav,0.8535544213122858
audio00136,audio/squad-5725bbec271a42140099d0d2-c-1.wav,0.17235971829790384,tr/020c0205_0.60076_20do0101_-0.60076.wav,2.1012475444835164
audio00137,audio/newsqa-e42c33611549472dbff11f936c19d9bc-c-9.wav,0.7327808904603824,tr/018o030a_1.9813_20vc010h_-1.9813.wav,4.538906574467583
audio00138,audio/quac-C_761e993c8658494bba469dce01fd7b15_0_q#1-c-1.wav,0.3896819342560013,tr/01eo030r_2.4091_01ya010p_-2.4091.wav,2.588737009323102
audio00139,audio/newsqa-13d12f86109c440ea04d2db998fdcaa5-c-3.wav,0.2529273937718415,tr/020c020a_2.3911_40gc020w_-2.3911.wav,0.6441421502953847
audio00140,audio/quac-C_b3593a311e214ef093508b97309cb905_0_q#1-c-0.wav,0.29041051823253883,tr/20ko010k_0.3434_406c020p_-0.3434.wav,1.5030571147977074
audio00141,audio/quac-C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8-c-12.wav,0.25523850377813984,tr/011o0304_0.92885_409o030q_-0.92885.wav,5.146890634734951
audio00142,audio/quac-C_2d2ac28a31d340be94d43f908df1d65e_0_q#5-c-11.wav,0.44404086543393484,tr/01go0318_1.6725_204a010b_-1.6725.wav,1.504209041349626
audio00143,audio/quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#1-c-6.wav,0.7231200308801273,tr/404c020u_1.7352_01mo0301_-1.7352.wav,0.9163991789198295
audio00144,audio/squad-571095a8a58dae1900cd6a76-c-0.wav,0.6798698319925286,tr/019c0201_0.44949_013a0102_-0.44949.wav,2.0679595609395243
audio00145,audio/squad-570d4e6cb3d812140066d66e-c-2.wav,0.20907476512917847,tr/01nc020z_1.4304_01bo030y_-1.4304.wav,1.7248728297968705
audio00146,audio/squad-572881d34b864d1900164a5a-c-4.wav,2.331514294973409,tr/40dc020q_0.33421_018c0219_-0.33421.wav,0.3910738831568908
audio00147,audio/newsqa-69f53a29d3424a91ba9ff4fc4cb0d7a0-c-0.wav,0.3978711371884887,tr/020a0110_0.22255_20no010a_-0.22255.wav,0.6768479320349978
audio00148,audio/quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4-c-6.wav,4.730188833405073,tr/01xo031a_0.17306_01io030g_-0.17306.wav,0.9022417708713178
audio00149,audio/squad-5ad2660dd7d075001a4291dc-q-0.wav,12.232964385237496,tr/01vc0202_0.10763_40na010d_-0.10763.wav,0.6528478845560964
audio00150,audio/quac-C_620311268a6e4b9b8b319ded5e244ccd_0_q#8-c-11.wav,0.2114921044549854,tr/40io030y_1.9148_013o031f_-1.9148.wav,1.9613577057297802
audio00151,audio/squad-571c3e8cdd7acb1400e4c0a6-q-0.wav,10.341983894332335,tr/02ea010z_2.1975_01dc020s_-2.1975.wav,2.451389319055152
audio00152,audio/newsqa-5c91bde2488e447b92b48e3bccb0d186-q-0.wav,1.6996185680191693,tr/408c0216_1.5759_01ac020a_-1.5759.wav,2.4329395282514197
audio00153,audio/squad-57337f6ad058e614000b5bcb-c-0.wav,0.38726925883069013,tr/018o030k_1.0164_020c020p_-1.0164.wav,1.1454347339683397
audio00154,audio/quac-C_dde55c20816440b4a7ed746c8daf6694_0_q#4-c-10.wav,1.2923915512607942,tr/01uo030p_2.4607_02aa010g_-2.4607.wav,1.975636009678112
audio00155,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#3-c-7.wav,0.240507183965561,tr/406c021e_1.116_02ea010l_-1.116.wav,1.9569875124546092
audio00156,audio/squad-5ad24e50d7d075001a428c3c-q-0.wav,0.3637118394878229,tr/205a010w_0.54412_01sc020b_-0.54412.wav,0.5194550165879589
audio00157,audio/squad-572998673f37b319004784d5-c-3.wav,0.9852853367653209,tr/01io030q_1.5412_026o030q_-1.5412.wav,1.080838797609139
