speaker_ID,sex,subset,length,origin_path
female5,F,train,57958,audio/newsqa-1038fed8cda94471872cefb7ad597d46-q-0.wav
female5,F,train,57958,audio/quac-C_8812f60078f14c69a724af179e567d72_0_q#3-q-0.wav
female5,F,train,57958,audio/newsqa-9a460baac9624873b82ce0f9704169f7-q-0.wav
female8,F,train,57958,audio/newsqa-2edf5b474bbe491eba55cf10111d7cc0-q-0.wav
male9,M,train,59444,audio/quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-5.wav
male19,M,train,59444,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-c-11.wav
male19,M,train,59444,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-c-1.wav
male23,M,train,59444,audio/quac-C_8f1052a909924795a456beaa053ffe22_0_q#5-q-0.wav
male5,M,train,59444,audio/quac-C_af4639429ba041c6ad87b6596cfdd78b_1_q#4-q-0.wav
female5,F,train,59444,audio/newsqa-ea656f481df14ac7ba4676c68a236caa-q-0.wav
male25,M,train,60930,audio/newsqa-777d572acbd449ba91d30972acb47380-q-0.wav
male7,M,train,60930,audio/quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#6-c-6.wav
male26,M,train,60930,audio/quac-C_68dd4a1f4dcc43109ff9c6b20dd9d462_0_q#3-q-0.wav
male9,M,train,60930,audio/newsqa-2ff36d053bca4464a233578bdd1b87d4-c-5.wav
male2,M,train,60930,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-c-11.wav
male2,M,train,60930,audio/newsqa-20736af2456544138d249e48a5c029de-c-8.wav
male16,M,train,60930,audio/quac-C_c347eb93f081466cac8eef4c90328eb2_0_q#1-c-14.wav
male22,M,train,60930,audio/newsqa-74ef7034d8104f938e4f2ecf51115852-c-7.wav
male27,M,train,60930,audio/squad-571cd5b1dd7acb1400e4c17c-q-0.wav
female3,F,train,60930,audio/newsqa-9a3ca112cb774986aca465c6d1a4c3fd-q-0.wav
female9,F,train,60930,audio/newsqa-90043d64e1394d5898e1a714d408fc00-q-0.wav
male7,M,train,62416,audio/quac-C_de34e95206e144fa8217dc5cc93b7ce4_1_q#5-c-8.wav
male26,M,train,62416,audio/newsqa-eb5bdf4520b046328c398d7da037e455-q-0.wav
male6,M,train,62416,audio/quac-C_c971a73b65594c458641689a033cfa99_1_q#1-q-0.wav
female4,F,train,62416,audio/newsqa-89415c45d0f840528a6a0ffd1eb08747-c-5.wav
female2,F,train,62416,audio/squad-5ad26235d7d075001a429083-q-0.wav
male3,M,train,63902,audio/newsqa-3c87c1c25d1e4911baef69865cf0249d-q-0.wav
male2,M,train,63902,audio/newsqa-fc62a682fd844a2f9bf26879ce5cafa6-q-0.wav
male2,M,train,63902,audio/newsqa-4381a993d0eb42dfbfdac82a9810c4ed-q-0.wav
male19,M,train,63902,audio/newsqa-74e4d04951fb4936b518a4962cf1f7f2-q-0.wav
female3,F,train,63902,audio/newsqa-ac73d205f26444cda42b27e1236e0ea7-q-0.wav
female2,F,train,63902,audio/quac-C_850d3bec308b443a818eb036ac01589b_0_q#6-q-0.wav
female9,F,train,63902,audio/newsqa-5fd708b555ec49b2adef0337bcbc8cdb-c-4.wav
male7,M,train,65388,audio/quac-C_de34e95206e144fa8217dc5cc93b7ce4_1_q#5-c-7.wav
male22,M,train,65388,audio/squad-5726db5add62a815002e92d4-c-4.wav
male23,M,train,65388,audio/quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#4-q-0.wav
male27,M,train,65388,audio/newsqa-1f980f275f3e4d189dd30cdac19cb606-q-0.wav
male18,M,train,66874,audio/squad-572a11663f37b31900478693-c-5.wav
male26,M,train,66874,audio/squad-5ad24eb1d7d075001a428c62-c-6.wav
male26,M,train,66874,audio/squad-5ad24eb1d7d075001a428c62-c-3.wav
male26,M,train,66874,audio/quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#2-q-0.wav
male22,M,train,66874,audio/quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-1.wav
male19,M,train,66874,audio/newsqa-29f7d583cc204d3b8b269c80a4fd6078-q-0.wav
male23,M,train,66874,audio/newsqa-eca342d9385b476ab764d1f682cd9856-q-0.wav
female1,F,train,66874,audio/newsqa-149b35c5571b4db598e4591455bddb73-q-0.wav
female29,F,train,66874,audio/newsqa-724d1ee848b044efabde67e05466bf4e-q-0.wav
female27,F,train,66874,audio/quac-C_58167e2e608c425bbb6d42b4b26f5419_0_q#3-q-0.wav
male2,M,train,68360,audio/quac-C_7d5560b23977415f9b2fda38a973e3b6_0_q#10-c-11.wav
male22,M,train,68360,audio/squad-57096f37200fba1400367fe6-q-0.wav
male19,M,train,68360,audio/quac-C_7d5560b23977415f9b2fda38a973e3b6_0_q#0-q-0.wav
male27,M,train,68360,audio/newsqa-113f25f71ed1441a8ef2a438a8ebdace-q-0.wav
female1,F,train,68360,audio/quac-C_3e7c4d0e33504faeb7704c042414bc79_0_q#1-q-0.wav
female26,F,train,68360,audio/quac-C_08e8c5f9b62b4fd195cf00093eddfc7f_1_q#4-c-6.wav
female27,F,train,68360,audio/newsqa-74e4d04951fb4936b518a4962cf1f7f2-c-8.wav
female22,F,train,68360,audio/squad-5ad4e4425b96ef001a10a573-c-1.wav
male25,M,train,69846,audio/quac-C_620311268a6e4b9b8b319ded5e244ccd_0_q#8-c-1.wav
male16,M,train,69846,audio/quac-C_c347eb93f081466cac8eef4c90328eb2_0_q#1-c-5.wav
male22,M,train,69846,audio/newsqa-74ef7034d8104f938e4f2ecf51115852-c-5.wav
male22,M,train,69846,audio/squad-5726db5add62a815002e92d4-c-1.wav
male19,M,train,69846,audio/quac-C_9ddd9c44b44a41579fc75b3070872975_1_q#5-q-0.wav
male23,M,train,69846,audio/quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#1-c-9.wav
male23,M,train,69846,audio/newsqa-e42c33611549472dbff11f936c19d9bc-c-2.wav
male27,M,train,69846,audio/squad-5726a46cdd62a815002e8bd0-q-0.wav
female8,F,train,69846,audio/quac-C_3e7c4d0e33504faeb7704c042414bc79_0_q#1-c-1.wav
female17,F,train,69846,audio/newsqa-4b48d69ffede42f3aae2f510a59c1b6e-c-1.wav
male25,M,train,71332,audio/squad-5710e9f8a58dae1900cd6b32-q-0.wav
male7,M,train,71332,audio/quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#6-c-5.wav
male2,M,train,71332,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-c-10.wav
male6,M,train,71332,audio/quac-C_79bb476dc46e40809b03d2a959d03a8b_1_q#6-q-0.wav
male24,M,train,71332,audio/quac-C_cf6b66b77b1b4b06a5a5ced11a80d74f_1_q#0-c-0.wav
male4,M,train,71332,audio/newsqa-cfdf1a944a684ffd9889ec85b0d42568-c-5.wav
female1,F,train,71332,audio/quac-C_004c14b6267243c39f204d73fbdc073f_0_q#5-q-0.wav
female27,F,train,71332,audio/newsqa-74e4d04951fb4936b518a4962cf1f7f2-c-1.wav
female8,F,train,71332,audio/quac-C_0735e63bb67b49b9897e540f109ec967_0_q#7-q-0.wav
female17,F,train,71332,audio/squad-5ad2b882d7d075001a42a042-q-0.wav
female9,F,train,71332,audio/squad-57109180a58dae1900cd6a43-q-0.wav
male26,M,train,72818,audio/squad-5ad24eb1d7d075001a428c62-c-1.wav
male2,M,train,72818,audio/newsqa-20736af2456544138d249e48a5c029de-c-6.wav
male23,M,train,72818,audio/newsqa-ea88af50e3ea4794bb3db16440bdfd07-q-0.wav
female1,F,train,72818,audio/quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-q-0.wav
male8,M,train,74304,audio/quac-C_c971a73b65594c458641689a033cfa99_1_q#5-q-0.wav
male7,M,train,74304,audio/newsqa-ee47a2198301458f92ef4055a304382f-q-0.wav
male26,M,train,74304,audio/squad-5ad24eb1d7d075001a428c62-c-2.wav
male23,M,train,74304,audio/newsqa-0f36c8a2974b4b90965f8efe8e2b4aa9-q-0.wav
male6,M,train,74304,audio/squad-571c3e8cdd7acb1400e4c0a6-q-0.wav
male27,M,train,74304,audio/newsqa-884d37f5b51e4ffb9dc929d0296baf72-c-7.wav
female1,F,train,74304,audio/squad-5ad248f7d7d075001a428b8c-q-0.wav
female12,F,train,74304,audio/quac-C_78ec5531ca3f4c00a666897498eb6ce5_1_q#4-c-11.wav
female5,F,train,74304,audio/newsqa-317a36117b7a41deaa248cefc3eec8d6-c-5.wav
female3,F,train,74304,audio/newsqa-ab8bfa3c577442e3ae402a103624c051-q-0.wav
female27,F,train,74304,audio/quac-C_b1e2c87931eb453695233025c69ea4c1_0_q#5-q-0.wav
female27,F,train,74304,audio/quac-C_3e7c4d0e33504faeb7704c042414bc79_0_q#5-q-0.wav
female14,F,train,74304,audio/quac-C_f3296ffccc0141288e93452f8a063aff_1_q#3-q-0.wav
female8,F,train,74304,audio/quac-C_f675ed1288a84e5baf8ed56232446c5c_0_q#2-q-0.wav
female28,F,train,74304,audio/newsqa-df15cc84e71f43bea87947373ea295f7-q-0.wav
male25,M,train,75790,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#3-c-5.wav
male8,M,train,75790,audio/quac-C_0a189c86d79e42a5b87402ee6294542d_0_q#5-c-0.wav
male20,M,train,75790,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-q-0.wav
male26,M,train,75790,audio/newsqa-6f56ea95ebd744488e896091d4290ced-c-7.wav
male2,M,train,75790,audio/squad-5ad3f5b0604f3c001a3ff9ac-c-4.wav
male19,M,train,75790,audio/quac-C_6ddf50a14de94ac9991786264f48a22f_0_q#5-c-4.wav
female1,F,train,75790,audio/newsqa-5f959b2ac4ac4a6c8de3b4cfa51539ac-q-0.wav
female8,F,train,75790,audio/quac-C_98439b45914b420e81bef99afb657b71_0_q#3-c-7.wav
female28,F,train,75790,audio/quac-C_8f3ce33d779d4febb276942f11bd3df5_0_q#6-c-13.wav
female28,F,train,75790,audio/squad-571a50df4faf5e1900b8a960-q-0.wav
female22,F,train,75790,audio/squad-572815d9ff5b5019007d9cbe-c-1.wav
male25,M,train,77277,audio/newsqa-1f980f275f3e4d189dd30cdac19cb606-c-8.wav
male8,M,train,77277,audio/newsqa-a0aa88470bca446ca035580601905bbe-c-3.wav
male3,M,train,77277,audio/quac-C_eb63b375b47a460ea37035571eb89411_0_q#1-q-0.wav
male26,M,train,77277,audio/newsqa-6f56ea95ebd744488e896091d4290ced-c-8.wav
female22,F,train,77277,audio/quac-C_7caba58103d44db9a549c63600159c75_1_q#6-c-7.wav
male8,M,train,78763,audio/newsqa-e1f277701cf14958889402082a470f45-c-5.wav
male7,M,train,78763,audio/quac-C_de34e95206e144fa8217dc5cc93b7ce4_1_q#5-c-6.wav
male7,M,train,78763,audio/squad-572885c44b864d1900164a7b-q-0.wav
male3,M,train,78763,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#3-q-0.wav
male2,M,train,78763,audio/squad-572fe53104bcaa1900d76e6d-c-4.wav
male2,M,train,78763,audio/newsqa-20736af2456544138d249e48a5c029de-c-1.wav
male22,M,train,78763,audio/quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-4.wav
male24,M,train,78763,audio/newsqa-903369ea23b247259845820e45d1448d-c-5.wav
male27,M,train,78763,audio/squad-57264f18f1498d1400e8dbb2-q-0.wav
female1,F,train,78763,audio/squad-5ad40219604f3c001a3ffd47-q-0.wav
female1,F,train,78763,audio/squad-5ad3a266604f3c001a3fea29-q-0.wav
female27,F,train,78763,audio/squad-570d30fdfed7b91900d45ce7-c-4.wav
female17,F,train,78763,audio/quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#6-q-0.wav
female22,F,train,78763,audio/quac-C_b82cebc289f04e378fc6a55461067aa4_1_q#4-c-6.wav
female22,F,train,78763,audio/newsqa-2d5d781dd4a2462586b948584ea07bb4-c-6.wav
male7,M,train,80249,audio/newsqa-83e87b22ffd243b2a96357c9d336ccd2-q-0.wav
male2,M,train,80249,audio/newsqa-2766b8404a4f447bbb3dcc36c968c2e3-q-0.wav
male2,M,train,80249,audio/newsqa-f4a54a35f0cf4ef1868f2551b2f110b3-q-0.wav
male2,M,train,80249,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-c-8.wav
male22,M,train,80249,audio/quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-14.wav
male19,M,train,80249,audio/quac-C_6ddf50a14de94ac9991786264f48a22f_0_q#5-c-2.wav
female26,F,train,80249,audio/quac-C_b1e2c87931eb453695233025c69ea4c1_0_q#5-c-4.wav
female5,F,train,80249,audio/quac-C_b3593a311e214ef093508b97309cb905_0_q#1-q-0.wav
female5,F,train,80249,audio/newsqa-903369ea23b247259845820e45d1448d-q-0.wav
female3,F,train,80249,audio/newsqa-b8cb097e71e147e4aff25c6d8696c2fd-q-0.wav
female14,F,train,80249,audio/quac-C_7bf9ed8984cb43c0951d1b47716b99f5_1_q#1-c-2.wav
female2,F,train,80249,audio/newsqa-fc8d267a54e44406be4694b53c039d46-c-2.wav
male18,M,train,81735,audio/newsqa-60b9abbe2b3e43a9a88f04d8d9aaef28-q-0.wav
male20,M,train,81735,audio/quac-C_9433ab2573e94bd18be86cb89cff3d7b_0_q#5-q-0.wav
male3,M,train,81735,audio/newsqa-de11949212724aa2b8f4025646467506-q-0.wav
male24,M,train,81735,audio/newsqa-ad44ffd4bd464471885feded78229801-c-6.wav
male27,M,train,81735,audio/squad-5706094b52bb8914006897df-c-0.wav
female27,F,train,81735,audio/newsqa-74e4d04951fb4936b518a4962cf1f7f2-c-9.wav
female27,F,train,81735,audio/squad-5a6790dbf038b7001ab0c2d1-q-0.wav
male7,M,train,83221,audio/squad-5a820ebf31013a001a33516c-q-0.wav
male2,M,train,83221,audio/newsqa-20736af2456544138d249e48a5c029de-c-2.wav
male2,M,train,83221,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-c-12.wav
male16,M,train,83221,audio/newsqa-bb899fb6d5d14e338f3aa8725b38b78e-q-0.wav
male22,M,train,83221,audio/newsqa-53c2b2be039145d1ab914923c6a057d1-c-1.wav
male22,M,train,83221,audio/quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-10.wav
male19,M,train,83221,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-c-8.wav
male4,M,train,83221,audio/squad-5ad108f9645df0001a2d0a77-c-3.wav
male27,M,train,83221,audio/newsqa-884d37f5b51e4ffb9dc929d0296baf72-c-4.wav
female11,F,train,83221,audio/newsqa-e1f277701cf14958889402082a470f45-q-0.wav
female5,F,train,83221,audio/quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#5-q-0.wav
female5,F,train,83221,audio/quac-C_2c9aeb60169c4d519cea286706fac57a_1_q#4-q-0.wav
female27,F,train,83221,audio/quac-C_207b6af621e445289ae79262dfc3f3cb_0_q#10-c-5.wav
female8,F,train,83221,audio/squad-571095a8a58dae1900cd6a76-c-4.wav
female8,F,train,83221,audio/squad-56de49564396321400ee277a-q-0.wav
female8,F,train,83221,audio/newsqa-f71433833cb84eb4b23c1e0985a47cbc-c-4.wav
female2,F,train,83221,audio/quac-C_63779f1d353d42d797a91b1c93ad49a3_0_q#6-q-0.wav
female2,F,train,83221,audio/quac-C_f47303e24a3c4b2b95b5462023bf4963_0_q#2-c-8.wav
male26,M,train,84707,audio/newsqa-ee47a2198301458f92ef4055a304382f-c-7.wav
male9,M,train,84707,audio/quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#4-q-0.wav
male9,M,train,84707,audio/squad-5ad55ee35b96ef001a10ace8-c-4.wav
male2,M,train,84707,audio/squad-5ad3f5b0604f3c001a3ff9ac-c-0.wav
male16,M,train,84707,audio/squad-571155ae2419e31400955592-q-0.wav
male19,M,train,84707,audio/newsqa-2d5d781dd4a2462586b948584ea07bb4-q-0.wav
female20,F,train,84707,audio/quac-C_6ddf50a14de94ac9991786264f48a22f_0_q#5-q-0.wav
female29,F,train,84707,audio/newsqa-f1bb199e517a432999c0465807f26f3b-c-7.wav
male25,M,train,86193,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#3-c-7.wav
male8,M,train,86193,audio/quac-C_32470d16c0dc45efbbda2691ac3b134d_1_q#6-c-1.wav
male22,M,train,86193,audio/quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-13.wav
male19,M,train,86193,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-c-4.wav
male19,M,train,86193,audio/quac-C_832f2e97a5904aedb1119f92aade048f_0_q#3-c-16.wav
male23,M,train,86193,audio/newsqa-9a460baac9624873b82ce0f9704169f7-c-2.wav
male24,M,train,86193,audio/quac-C_004c14b6267243c39f204d73fbdc073f_0_q#5-c-6.wav
female12,F,train,86193,audio/squad-5a5929d33e1742001a15cfc6-q-0.wav
female2,F,train,86193,audio/squad-571155ae2419e31400955595-q-0.wav
female22,F,train,86193,audio/newsqa-2d5d781dd4a2462586b948584ea07bb4-c-2.wav
male8,M,train,87679,audio/squad-57097b50200fba1400368050-q-0.wav
male26,M,train,87679,audio/quac-C_a5599a340b6d4c60a937ef78be07ea65_0_q#1-c-13.wav
male26,M,train,87679,audio/quac-C_a5599a340b6d4c60a937ef78be07ea65_0_q#1-c-3.wav
male16,M,train,87679,audio/newsqa-a0aa88470bca446ca035580601905bbe-q-0.wav
male24,M,train,87679,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-q-0.wav
female11,F,train,87679,audio/newsqa-b330c83ec7af4474ab20db99cecf5043-q-0.wav
female3,F,train,87679,audio/squad-5ad40bd9604f3c001a400037-c-1.wav
male25,M,train,89165,audio/squad-5ad15d77645df0001a2d18c1-q-0.wav
male8,M,train,89165,audio/newsqa-a0aa88470bca446ca035580601905bbe-c-2.wav
male8,M,train,89165,audio/quac-C_32470d16c0dc45efbbda2691ac3b134d_1_q#6-c-11.wav
male18,M,train,89165,audio/newsqa-5fd708b555ec49b2adef0337bcbc8cdb-q-0.wav
male4,M,train,89165,audio/squad-572fe53104bcaa1900d76e6d-q-0.wav
female1,F,train,89165,audio/quac-C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8-c-8.wav
female1,F,train,89165,audio/squad-57332e48d058e614000b5765-q-0.wav
female20,F,train,89165,audio/newsqa-4b48d69ffede42f3aae2f510a59c1b6e-q-0.wav
female28,F,train,89165,audio/quac-C_8f3ce33d779d4febb276942f11bd3df5_0_q#6-c-8.wav
male9,M,train,90651,audio/newsqa-2ff36d053bca4464a233578bdd1b87d4-c-0.wav
male2,M,train,90651,audio/quac-C_93a499236cd14111bf5b68fd247eb9ca_0_q#0-c-0.wav
male22,M,train,90651,audio/newsqa-53c2b2be039145d1ab914923c6a057d1-c-4.wav
male23,M,train,90651,audio/squad-572998673f37b319004784d5-c-1.wav
female1,F,train,90651,audio/quac-C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8-c-10.wav
female27,F,train,90651,audio/quac-C_9706cca4d6c2400d91881bd7783b53ea_1_q#3-c-11.wav
female4,F,train,90651,audio/quac-C_390c25aac4994794a0f2088998cb9c78_0_q#2-c-1.wav
female9,F,train,90651,audio/quac-C_9648f70b45b94e1ab56eb171bed094c9_0_q#2-c-6.wav
male20,M,train,92137,audio/quac-C_f0caee6e7a294745a11a58d9005ccd4f_1_q#4-q-0.wav
male16,M,train,92137,audio/quac-C_912832bc46a5451381275ef4f5c70a33_1_q#0-c-5.wav
male22,M,train,92137,audio/quac-C_b7110139f6434af1a640af0396ead0c0_1_q#1-c-11.wav
male22,M,train,92137,audio/squad-5733647e4776f419006609b1-c-0.wav
